,longitudres,latitudres,longtrabajo,latitudtrabajo,Duraciontraslado,sexo,Añonacimiento,Estrato,ecivil,Nveducativo,Afiliadosalud,Mobility,Sex
631,-74.042497,4.732697,-74.042497,4.732697,45,2,1960,4,4,6,1,5,Female
632,-74.042497,4.732697,-74.042497,4.732697,45,2,1985,4,1,7,1,5,Female
633,-74.042497,4.732697,-74.042497,4.732697,40,1,1973,4,3,8,1,6,Male
634,-74.042497,4.732697,-74.042497,4.732697,0,2,1950,5,1,5,1,5,Female
635,-74.042497,4.732697,-74.042497,4.732697,0,2,1984,4,1,8,1,6,Female
636,-74.042497,4.732697,-74.042497,4.732697,0,1,1964,4,1,7,1,5,Male
637,-74.042497,4.732697,-74.042497,4.732697,0,1,1996,3,5,3,5,7,Male
638,-74.042497,4.732697,-74.042497,4.732697,40,2,1979,4,5,7,1,5,Female
639,-74.042497,4.732697,-74.042497,4.732697,0,2,1997,4,5,3,5,6,Female
640,-74.042497,4.732697,-74.042497,4.732697,0,2,1943,4,5,6,1,4,Female
641,-74.104567,4.491723,-74.104567,4.491723,0,1,1946,1,5,3,2,5,Male
642,-74.104567,4.491723,-74.104567,4.491723,0,1,1948,1,3,1,2,6,Male
643,-74.104567,4.491723,-74.104567,4.491723,90,1,1981,1,2,3,5,6,Male
644,-74.104567,4.491723,-74.104567,4.491723,0,1,1967,1,1,1,2,7,Male
645,-74.104567,4.491723,-74.104567,4.491723,0,1,1968,1,2,3,5,7,Male
646,-74.104567,4.491723,-74.104567,4.491723,0,1,1995,1,2,2,5,7,Male
647,-74.104567,4.491723,-74.104567,4.491723,90,1,1990,1,5,3,1,6,Male
648,-74.104567,4.491723,-74.104567,4.491723,0,1,1987,1,5,8,2,6,Male
649,-74.104567,4.491723,-74.104567,4.491723,0,1,1996,1,1,3,2,6,Male
650,-74.104567,4.491723,-74.104567,4.491723,0,1,1995,1,5,3,5,5,Male
651,-74.104567,4.491723,-74.104567,4.491723,0,1,1979,1,2,1,2,7,Male
652,-74.104567,4.491723,-74.104567,4.491723,0,1,1983,1,5,3,3,5,Male
653,-74.104567,4.491723,-74.104567,4.491723,40,2,1989,1,5,3,1,8,Female
654,-74.102227,4.494024,-74.102227,4.494024,0,1,1981,1,2,1,4,8,Male
655,-74.102227,4.494024,-74.102227,4.494024,0,1,1971,1,3,1,4,6,Male
656,-74.102227,4.494024,-74.102227,4.494024,40,1,1985,1,5,7,1,6,Male
657,-74.102227,4.494024,-74.102227,4.494024,0,1,2000,1,2,1,5,7,Male
658,-74.102227,4.494024,-74.102227,4.494024,0,1,1962,1,3,1,5,6,Male
659,-74.102227,4.494024,-74.102227,4.494024,0,1,1952,1,1,5,4,5,Male
660,-74.102227,4.494024,-74.102227,4.494024,0,1,1998,1,2,2,4,6,Male
661,-74.102227,4.494024,-74.102227,4.494024,0,2,1983,2,2,3,1,8,Female
662,-74.102227,4.494024,-74.102227,4.494024,0,1,1965,1,2,1,2,6,Male
663,-74.102227,4.494024,-74.102227,4.494024,150,2,1989,1,2,1,2,6,Female
664,-74.102227,4.494024,-74.102227,4.494024,0,1,1993,1,2,1,3,6,Male
665,-74.102227,4.494024,-74.102227,4.494024,45,2,1988,2,2,3,1,5,Female
666,-74.102227,4.494024,-74.102227,4.494024,0,1,1945,1,2,3,4,6,Male
667,-74.102227,4.494024,-74.102227,4.494024,0,1,1991,1,1,1,5,5,Male
668,-74.191181,4.635073,-74.191181,4.635073,45,1,1982,1,2,3,2,6,Male
669,-74.189316,4.600107,-74.189316,4.600107,30,2,1983,3,5,7,1,7,Female
670,-74.045969,4.877062,-74.045969,4.877062,0,1,1986,2,2,3,1,6,Male
671,-74.074073,4.86168,-74.074073,4.86168,15,2,1975,2,2,7,1,4,Female
672,-74.043861,4.864734,-74.043861,4.864734,0,1,1981,2,5,7,1,3,Male
673,-74.055267,4.850985,-74.055267,4.850985,50,2,1978,3,2,7,1,6,Female
674,-74.055267,4.850985,-74.055267,4.850985,100,2,1982,3,2,8,1,6,Female
675,-74.055744,4.855414,-74.055744,4.855414,20,2,1984,3,1,7,1,5,Female
676,-74.055744,4.855414,-74.055744,4.855414,90,2,1984,2,1,5,1,5,Female
677,-74.06101,4.863846,-74.06101,4.863846,15,1,1982,3,2,3,1,8,Male
678,-74.035284,4.864343,-74.035284,4.864343,10,1,1991,2,2,5,1,4,Male
679,-74.070042,4.843792,-74.070042,4.843792,90,1,1984,3,2,6,1,4,Male
680,-74.070042,4.843792,-74.070042,4.843792,15,1,1996,2,5,2,5,3,Male
681,-74.061599,4.85534,-74.061599,4.85534,10,1,1988,3,5,7,1,5,Male
682,-74.058636,4.862228,-74.058636,4.862228,90,1,1983,2,1,6,1,4,Male
683,-74.054672,4.85778,-74.054672,4.85778,0,1,1970,1,2,4,1,7,Male
684,-74.054672,4.85778,-74.054672,4.85778,0,1,1988,1,5,5,1,7,Male
685,-74.061343,4.861414,-74.061343,4.861414,20,2,1979,3,3,8,1,6,Female
686,-74.050191,4.882887,-74.050191,4.882887,90,1,1961,3,1,7,1,5,Male
687,-74.050191,4.882887,-74.050191,4.882887,25,1,1992,3,5,7,1,4,Male
688,-74.050191,4.882887,-74.050191,4.882887,0,1,1966,3,1,6,1,5,Male
689,-74.050191,4.882887,-74.050191,4.882887,45,2,1960,3,2,6,1,5,Female
690,-74.050191,4.882887,-74.050191,4.882887,0,1,1937,2,4,1,2,6,Male
691,-74.048609,4.880529,-74.048609,4.880529,0,1,1966,2,3,3,1,6,Male
692,-74.066158,4.878044,-74.066158,4.878044,30,1,1977,2,1,3,1,6,Male
693,-74.055791,4.855505,-74.055791,4.855505,20,1,1941,1,4,1,2,4,Male
694,-74.06688,4.871652,-74.06688,4.871652,150,2,1957,1,2,1,2,5,Female
695,-74.050927,4.844939,-74.050927,4.844939,0,1,1979,2,2,3,2,5,Male
696,-74.06688,4.871652,-74.06688,4.871652,60,1,1996,2,5,6,1,6,Male
697,-74.121794,4.56121,-74.121794,4.56121,60,2,1959,1,5,1,2,4,Female
698,-74.163631,4.547834,-74.163631,4.547834,60,1,1985,1,2,1,1,6,Male
699,-74.169594,4.574508,-74.169594,4.574508,10,2,1987,1,5,1,2,7,Female
700,-74.169594,4.574508,-74.169594,4.574508,45,1,1980,1,1,3,1,4,Male
701,-74.169594,4.574508,-74.169594,4.574508,5,2,2001,1,5,4,1,5,Female
702,-74.169594,4.574508,-74.169594,4.574508,10,1,2001,1,5,2,2,4,Male
703,-74.169594,4.574508,-74.169594,4.574508,0,1,1962,1,5,2,2,5,Male
704,-74.169594,4.574508,-74.169594,4.574508,30,1,1948,1,5,3,2,8,Male
705,-74.169594,4.574508,-74.169594,4.574508,15,1,1985,2,5,7,1,5,Male
706,-74.169594,4.574508,-74.169594,4.574508,60,2,1976,1,1,4,1,6,Female
707,-74.169594,4.574508,-74.169594,4.574508,20,2,1996,2,5,3,2,5,Female
708,-74.169594,4.574508,-74.169594,4.574508,0,1,1995,1,1,2,1,6,Male
709,-74.169594,4.574508,-74.169594,4.574508,40,1,1972,2,2,2,2,5,Male
710,-74.169594,4.574508,-74.169594,4.574508,0,1,1986,2,2,7,5,6,Male
711,-74.134937,4.633382,-74.134937,4.633382,120,2,1979,2,5,7,1,6,Female
712,-74.134937,4.633382,-74.134937,4.633382,0,1,1930,3,4,1,2,6,Male
713,-74.134937,4.633382,-74.134937,4.633382,60,1,1997,3,5,6,1,6,Male
714,-74.134937,4.633382,-74.134937,4.633382,20,1,1969,3,5,7,1,6,Male
715,-74.134937,4.633382,-74.134937,4.633382,2,1,1972,3,2,5,1,6,Male
716,-74.134937,4.633382,-74.134937,4.633382,30,1,1986,3,5,7,1,4,Male
717,-74.134937,4.633382,-74.134937,4.633382,30,1,1971,3,1,7,1,6,Male
718,-74.134937,4.633382,-74.134937,4.633382,60,1,1995,3,5,6,1,7,Male
719,-74.134937,4.633382,-74.134937,4.633382,0,1,1989,4,2,6,1,5,Male
720,-74.134937,4.633382,-74.134937,4.633382,40,2,1958,3,1,7,1,6,Female
721,-74.134937,4.633382,-74.134937,4.633382,30,1,1981,2,3,7,1,6,Male
722,-74.134937,4.633382,-74.134937,4.633382,20,2,1950,3,1,3,1,6,Female
723,-74.156336,4.641769,-74.156336,4.641769,40,2,1981,3,1,3,1,7,Female
724,-74.156336,4.641769,-74.156336,4.641769,90,1,1988,3,5,7,1,7,Male
725,-74.156336,4.641769,-74.156336,4.641769,20,1,1958,2,1,5,1,7,Male
726,-74.156336,4.641769,-74.156336,4.641769,0,1,1957,2,1,8,1,5,Male
727,-74.156336,4.641769,-74.156336,4.641769,60,2,1993,2,2,6,1,7,Female
728,-74.156336,4.641769,-74.156336,4.641769,60,2,1988,3,2,7,1,8,Female
729,-74.156336,4.641769,-74.156336,4.641769,20,2,1987,3,2,4,1,10,Female
730,-74.156336,4.641769,-74.156336,4.641769,60,2,1982,3,1,5,2,7,Female
731,-74.156336,4.641769,-74.156336,4.641769,30,2,1957,3,1,1,2,5,Female
732,-74.156336,4.641769,-74.156336,4.641769,20,1,1962,3,1,1,1,6,Male
733,-74.156336,4.641769,-74.156336,4.641769,30,1,1988,3,2,5,1,4,Male
734,-74.156336,4.641769,-74.156336,4.641769,0,1,1947,3,1,1,2,5,Male
735,-74.156336,4.641769,-74.156336,4.641769,120,2,1956,3,1,1,2,7,Female
736,-74.156336,4.641769,-74.156336,4.641769,40,1,1951,3,3,7,1,6,Male
737,-74.156336,4.641769,-74.156336,4.641769,75,1,1994,3,2,5,1,8,Male
738,-74.156336,4.641769,-74.156336,4.641769,90,1,1966,3,2,3,1,9,Male
739,-74.156336,4.641769,-74.156336,4.641769,80,2,1951,3,2,7,1,5,Female
740,-74.156336,4.641769,-74.156336,4.641769,60,1,1989,2,3,5,1,7,Male
741,-74.168965,4.648475,-74.168965,4.648475,40,1,1973,2,2,1,3,9,Male
742,-74.168965,4.648475,-74.168965,4.648475,0,1,1968,2,5,1,2,8,Male
743,-74.168965,4.648475,-74.168965,4.648475,5,1,1972,2,1,5,2,8,Male
744,-74.168965,4.648475,-74.168965,4.648475,90,1,1975,2,5,5,1,7,Male
745,-74.168965,4.648475,-74.168965,4.648475,90,1,1992,2,5,3,1,6,Male
746,-74.168965,4.648475,-74.168965,4.648475,5,1,1999,2,2,2,1,7,Male
747,-74.168965,4.648475,-74.168965,4.648475,0,1,1958,2,1,1,2,6,Male
748,-74.168965,4.648475,-74.168965,4.648475,5,1,1986,2,2,5,1,6,Male
749,-74.168965,4.648475,-74.168965,4.648475,0,1,1970,2,2,1,2,7,Male
750,-74.168965,4.648475,-74.168965,4.648475,0,1,1991,2,2,6,1,7,Male
751,-74.168965,4.648475,-74.168965,4.648475,20,2,1979,3,2,2,1,6,Female
752,-74.168965,4.648475,-74.168965,4.648475,0,2,1937,2,5,1,2,8,Female
753,-74.168965,4.648475,-74.168965,4.648475,40,2,1959,2,1,5,3,6,Female
754,-74.146163,4.60965,-74.146163,4.60965,0,1,1951,3,1,1,3,5,Male
755,-74.146163,4.60965,-74.146163,4.60965,60,1,1981,3,1,3,1,5,Male
756,-74.146163,4.60965,-74.146163,4.60965,15,1,1998,3,2,3,1,5,Male
757,-74.146163,4.60965,-74.146163,4.60965,15,1,1969,3,2,7,1,7,Male
758,-74.146163,4.60965,-74.146163,4.60965,30,1,1971,2,5,5,2,6,Male
759,-74.146163,4.60965,-74.146163,4.60965,0,1,1981,3,1,5,1,9,Male
760,-74.146163,4.60965,-74.146163,4.60965,50,2,1960,3,1,7,1,7,Female
761,-74.146163,4.60965,-74.146163,4.60965,15,1,1940,3,4,1,5,5,Male
762,-74.146163,4.60965,-74.146163,4.60965,90,1,1986,2,5,7,1,5,Male
763,-74.146163,4.60965,-74.146163,4.60965,5,1,1996,2,2,3,1,5,Male
764,-74.146163,4.60965,-74.146163,4.60965,100,1,1986,3,5,7,5,9,Male
765,-74.146163,4.60965,-74.146163,4.60965,60,2,1997,3,5,6,1,4,Female
766,-74.146163,4.60965,-74.146163,4.60965,60,2,1977,3,1,5,1,4,Female
767,-74.146163,4.60965,-74.146163,4.60965,120,2,1951,3,1,5,1,4,Female
768,-74.146163,4.60965,-74.146163,4.60965,15,2,1956,3,1,1,1,5,Female
769,-74.146163,4.60965,-74.146163,4.60965,5,1,1960,3,2,1,2,5,Male
770,-74.149226,4.651495,-74.149226,4.651495,90,2,1991,3,5,3,1,8,Female
771,-74.141429,4.653096,-74.141429,4.653096,60,1,1968,2,1,3,2,8,Male
772,-74.141429,4.653096,-74.141429,4.653096,25,1,1979,3,2,3,2,5,Male
773,-74.141429,4.653096,-74.141429,4.653096,40,2,1974,2,1,1,2,5,Female
774,-74.141429,4.653096,-74.141429,4.653096,70,1,1975,3,1,4,2,7,Male
775,-74.141429,4.653096,-74.141429,4.653096,30,1,1990,3,2,2,2,7,Male
776,-74.141429,4.653096,-74.141429,4.653096,70,1,1957,3,2,7,1,7,Male
777,-74.141429,4.653096,-74.141429,4.653096,90,2,1956,3,5,3,1,7,Female
778,-74.141429,4.653096,-74.141429,4.653096,70,2,1983,3,2,7,1,5,Female
779,-74.141429,4.653096,-74.141429,4.653096,90,2,1964,2,1,7,1,7,Female
780,-74.141429,4.653096,-74.141429,4.653096,90,2,1953,3,1,7,1,6,Female
781,-74.102999,4.748039,-74.102999,4.748039,0,2,1940,3,1,1,4,6,Female
782,-74.102999,4.748039,-74.102999,4.748039,0,2,1994,3,2,3,1,5,Female
783,-74.102999,4.748039,-74.102999,4.748039,60,2,1955,3,3,8,1,4,Female
784,-74.102999,4.748039,-74.102999,4.748039,0,1,1988,2,3,3,1,4,Male
785,-74.102999,4.748039,-74.102999,4.748039,0,1,1964,3,1,2,4,3,Male
786,-74.102999,4.748039,-74.102999,4.748039,0,1,1995,3,5,4,4,5,Male
787,-74.102999,4.748039,-74.102999,4.748039,0,2,1996,3,5,6,4,5,Female
788,-74.102999,4.748039,-74.102999,4.748039,0,2,1991,3,5,6,4,4,Female
789,-74.102999,4.748039,-74.102999,4.748039,0,1,1980,3,2,3,5,4,Male
790,-74.102999,4.748039,-74.102999,4.748039,0,2,1963,3,1,2,2,5,Female
791,-74.102999,4.748039,-74.102999,4.748039,45,1,1945,3,4,1,4,4,Male
792,-74.102999,4.748039,-74.102999,4.748039,90,1,1979,3,1,7,1,4,Male
793,-74.102999,4.748039,-74.102999,4.748039,60,1,1985,3,5,3,2,4,Male
794,-74.102999,4.748039,-74.102999,4.748039,75,2,1987,3,2,3,1,6,Female
795,-74.102999,4.748039,-74.102999,4.748039,40,2,1963,3,1,3,2,5,Female
796,-74.107565,4.756255,-74.107565,4.756255,10,1,1985,3,3,6,2,6,Male
797,-74.107565,4.756255,-74.107565,4.756255,90,1,1956,3,3,3,1,4,Male
798,-74.107565,4.756255,-74.107565,4.756255,90,1,1992,3,5,4,1,4,Male
799,-74.107565,4.756255,-74.107565,4.756255,0,1,1987,3,3,3,2,5,Male
800,-74.107565,4.756255,-74.107565,4.756255,0,2,1990,3,2,4,4,6,Female
801,-74.107565,4.756255,-74.107565,4.756255,75,1,1993,4,2,4,1,5,Male
802,-74.107565,4.756255,-74.107565,4.756255,10,2,1968,4,3,4,4,5,Female
803,-74.107565,4.756255,-74.107565,4.756255,90,1,1986,3,5,5,1,5,Male
804,-74.107565,4.756255,-74.107565,4.756255,90,1,1994,4,5,3,1,5,Male
805,-74.107565,4.756255,-74.107565,4.756255,0,1,1956,4,3,5,1,4,Male
806,-74.107565,4.756255,-74.107565,4.756255,10,2,1964,3,2,1,5,5,Female
807,-74.088903,4.71931,-74.088903,4.71931,60,1,1967,2,1,4,1,5,Male
808,-74.088903,4.71931,-74.088903,4.71931,0,2,1990,2,2,2,1,5,Female
809,-74.088903,4.71931,-74.088903,4.71931,0,1,1996,2,5,6,5,5,Male
810,-74.088903,4.71931,-74.088903,4.71931,60,1,1960,2,2,5,2,6,Male
811,-74.088903,4.71931,-74.088903,4.71931,0,2,1940,2,4,2,2,4,Female
812,-74.088903,4.71931,-74.088903,4.71931,60,1,1955,2,1,2,1,5,Male
813,-74.088903,4.71931,-74.088903,4.71931,90,1,1984,2,2,2,1,5,Male
814,-74.088903,4.71931,-74.088903,4.71931,120,1,1992,2,5,3,1,5,Male
815,-74.088903,4.71931,-74.088903,4.71931,90,1,1986,2,2,3,1,5,Male
816,-74.088903,4.71931,-74.088903,4.71931,30,1,1977,2,2,5,1,5,Male
817,-74.075541,4.705381,-74.075541,4.705381,25,1,1987,4,2,3,1,6,Male
818,-74.075541,4.705381,-74.075541,4.705381,0,1,1963,4,2,3,5,6,Male
819,-74.075541,4.705381,-74.075541,4.705381,60,2,1978,4,1,7,1,5,Female
820,-74.075541,4.705381,-74.075541,4.705381,0,2,1963,4,3,3,1,5,Female
821,-74.075541,4.705381,-74.075541,4.705381,0,2,1987,4,5,5,5,4,Female
822,-74.075541,4.705381,-74.075541,4.705381,0,2,1992,4,5,4,5,4,Female
823,-74.075541,4.705381,-74.075541,4.705381,0,1,1995,4,5,6,5,6,Male
824,-74.075541,4.705381,-74.075541,4.705381,120,1,1986,4,2,7,1,2,Male
825,-74.075541,4.705381,-74.075541,4.705381,40,2,1991,4,5,5,3,6,Female
826,-74.075541,4.705381,-74.075541,4.705381,0,2,1960,4,1,3,2,5,Female
827,-74.075541,4.705381,-74.075541,4.705381,0,2,1960,4,1,3,5,7,Female
828,-74.53982,4.87282,-74.53982,4.87282,0,1,1986,2,2,1,2,6,Male
829,-74.53982,4.87282,-74.53982,4.87282,60,2,1965,2,1,7,1,5,Female
830,-74.53982,4.87282,-74.53982,4.87282,20,1,1937,1,4,1,2,5,Male
831,-74.53982,4.87282,-74.53982,4.87282,110,2,1978,2,2,7,1,5,Female
832,-74.53982,4.87282,-74.53982,4.87282,20,2,1947,2,1,1,2,5,Female
833,-74.53982,4.87282,-74.53982,4.87282,0,2,1962,2,1,1,1,5,Female
834,-74.53982,4.87282,-74.53982,4.87282,5,2,1994,2,2,3,1,5,Female
835,-74.53982,4.87282,-74.53982,4.87282,40,1,1979,1,2,3,1,6,Male
836,-74.53982,4.87282,-74.53982,4.87282,0,1,1990,2,2,1,2,6,Male
837,-74.53982,4.87282,-74.53982,4.87282,25,2,1962,2,2,3,2,6,Female
838,-74.53982,4.87282,-74.53982,4.87282,0,1,1967,2,5,1,2,5,Male
839,-74.53982,4.87282,-74.53982,4.87282,0,2,1996,2,5,1,2,3,Female
840,-74.53982,4.87282,-74.53982,4.87282,60,1,1972,2,1,7,1,4,Male
841,-74.53982,4.87282,-74.53982,4.87282,5,1,1969,2,3,5,2,3,Male
842,-74.53982,4.87282,-74.53982,4.87282,45,2,1978,2,2,5,2,3,Female
843,-74.53982,4.87282,-74.53982,4.87282,0,2,1983,2,5,4,2,4,Female
844,-74.53982,4.87282,-74.53982,4.87282,30,2,1972,2,2,2,1,6,Female
845,-74.53982,4.87282,-74.53982,4.87282,10,2,1988,1,2,1,2,7,Female
846,-74.53982,4.87282,-74.53982,4.87282,25,2,1941,1,4,9,2,6,Female
847,-74.53982,4.87282,-74.53982,4.87282,120,1,1971,2,2,5,1,6,Male
848,-74.53982,4.87282,-74.53982,4.87282,30,2,1946,2,2,1,2,5,Female
849,-74.092974,4.54425,-74.092974,4.54425,10,2,1990,1,5,3,1,8,Female
850,-74.092974,4.54425,-74.092974,4.54425,150,1,1997,2,5,5,2,5,Male
851,-74.092974,4.54425,-74.092974,4.54425,90,2,1979,2,5,5,1,5,Female
852,-74.092974,4.54425,-74.092974,4.54425,0,2,1971,2,2,4,2,6,Female
853,-74.092974,4.54425,-74.092974,4.54425,30,1,1970,2,2,3,1,6,Male
854,-74.092974,4.54425,-74.092974,4.54425,10,2,1982,2,2,3,2,5,Female
855,-74.092974,4.54425,-74.092974,4.54425,85,1,1994,2,5,6,1,5,Male
856,-74.092974,4.54425,-74.092974,4.54425,45,1,1974,2,2,7,1,6,Male
857,-74.092974,4.54425,-74.092974,4.54425,30,2,1976,2,1,4,1,8,Female
858,-74.092974,4.54425,-74.092974,4.54425,30,2,1986,2,5,3,1,5,Female
859,-74.092974,4.54425,-74.092974,4.54425,45,1,1982,1,2,7,2,5,Male
860,-74.089125,4.539004,-74.089125,4.539004,0,1,1954,2,2,3,5,3,Male
861,-74.089125,4.539004,-74.089125,4.539004,120,1,1961,1,5,1,1,4,Male
862,-74.089125,4.539004,-74.089125,4.539004,30,1,1986,2,5,3,2,6,Male
863,-74.089125,4.539004,-74.089125,4.539004,10,1,1958,1,5,3,2,6,Male
864,-74.089125,4.539004,-74.089125,4.539004,0,2,1965,2,2,2,5,7,Female
865,-74.089125,4.539004,-74.089125,4.539004,3,1,1992,1,2,3,1,5,Male
866,-74.089125,4.539004,-74.089125,4.539004,75,1,1924,2,2,5,1,5,Male
867,-74.089125,4.539004,-74.089125,4.539004,5,1,1989,2,5,5,5,8,Male
868,-74.089125,4.539004,-74.089125,4.539004,5,1,1974,2,2,1,5,6,Male
869,-74.089125,4.539004,-74.089125,4.539004,15,2,1981,2,1,3,1,6,Female
870,-74.089125,4.539004,-74.089125,4.539004,0,1,1994,1,5,1,1,4,Male
871,-74.093002,4.570953,-74.093002,4.570953,45,2,1989,1,5,6,2,4,Female
872,-74.093002,4.570953,-74.093002,4.570953,90,2,1991,2,5,5,1,6,Female
873,-74.093002,4.570953,-74.093002,4.570953,70,1,1993,2,2,5,1,6,Male
874,-74.093002,4.570953,-74.093002,4.570953,80,1,1991,2,5,7,1,8,Male
875,-74.093002,4.570953,-74.093002,4.570953,5,1,1985,2,1,5,1,6,Male
876,-74.093002,4.570953,-74.093002,4.570953,110,2,1979,2,3,5,1,6,Female
877,-74.093002,4.570953,-74.093002,4.570953,37,1,1992,2,5,6,2,5,Male
878,-74.093002,4.570953,-74.093002,4.570953,30,1,1999,2,5,2,1,6,Male
879,-74.093002,4.570953,-74.093002,4.570953,180,1,1988,2,5,5,1,6,Male
880,-74.093002,4.570953,-74.093002,4.570953,90,2,1972,2,2,5,2,7,Female
881,-74.093002,4.570953,-74.093002,4.570953,80,1,1988,2,5,5,5,6,Male
882,-74.093346,4.587807,-74.093346,4.587807,35,2,1999,2,5,3,5,8,Female
883,-74.093346,4.587807,-74.093346,4.587807,49,1,1975,2,3,3,2,6,Male
884,-74.093346,4.587807,-74.093346,4.587807,45,1,1977,2,5,4,1,7,Male
885,-74.088023,4.531825,-74.088023,4.531825,120,2,1983,2,1,2,1,5,Female
886,-74.088023,4.531825,-74.088023,4.531825,20,2,1990,2,2,7,1,6,Female
887,-74.088023,4.531825,-74.088023,4.531825,80,1,1967,2,5,7,1,5,Male
888,-74.088023,4.531825,-74.088023,4.531825,60,2,1990,2,5,3,2,6,Female
889,-74.088023,4.531825,-74.088023,4.531825,30,2,1991,2,2,3,1,7,Female
890,-74.088023,4.531825,-74.088023,4.531825,120,2,1979,2,5,7,1,6,Female
891,-74.088023,4.531825,-74.088023,4.531825,40,1,1990,2,2,7,5,7,Male
892,-74.088023,4.531825,-74.088023,4.531825,30,2,1977,2,1,3,2,5,Female
893,-74.088023,4.531825,-74.088023,4.531825,30,1,1996,2,5,5,2,5,Male
894,-74.088023,4.531825,-74.088023,4.531825,150,2,1979,2,1,7,1,5,Female
895,-74.088023,4.531825,-74.088023,4.531825,45,1,1979,2,2,7,1,4,Male
896,-74.088023,4.531825,-74.088023,4.531825,20,1,1986,2,5,8,1,5,Male
897,-74.088023,4.531825,-74.088023,4.531825,90,1,1986,2,5,5,2,5,Male
898,-74.088023,4.531825,-74.088023,4.531825,10,1,1987,2,1,4,1,8,Male
899,-74.065996,4.604778,-74.065996,4.604778,80,1,1994,2,1,6,5,4,Male
900,-74.065996,4.604778,-74.065996,4.604778,30,1,1959,2,5,3,1,7,Male
901,-74.065996,4.604778,-74.065996,4.604778,0,1,1973,3,4,1,1,7,Male
902,-74.065996,4.604778,-74.065996,4.604778,80,1,1995,3,5,4,5,6,Male
903,-74.076643,4.73506,-74.076643,4.73506,60,2,1982,2,5,7,1,5,Female
904,-74.076643,4.73506,-74.076643,4.73506,120,1,1985,1,5,4,2,4,Male
905,-74.076643,4.73506,-74.076643,4.73506,140,2,1986,3,2,4,5,5,Female
906,-74.076643,4.73506,-74.076643,4.73506,30,1,1985,3,5,5,5,5,Male
907,-74.076643,4.73506,-74.076643,4.73506,30,1,1972,2,1,2,2,6,Male
908,-74.076643,4.73506,-74.076643,4.73506,3,1,1955,2,5,5,1,5,Male
909,-74.076643,4.73506,-74.076643,4.73506,90,2,1972,2,5,3,5,6,Female
910,-74.076643,4.73506,-74.076643,4.73506,75,1,1972,3,3,3,1,5,Male
911,-74.076643,4.73506,-74.076643,4.73506,0,2,1968,3,5,3,1,3,Female
912,-74.076643,4.73506,-74.076643,4.73506,65,2,1970,2,5,5,2,4,Female
913,-74.076643,4.73506,-74.076643,4.73506,0,1,1990,3,2,6,2,3,Male
914,-74.076643,4.73506,-74.076643,4.73506,5,2,1980,2,2,3,1,4,Female
915,-74.076643,4.73506,-74.076643,4.73506,0,2,1999,2,5,3,5,6,Female
916,-74.196654,4.600273,-74.196654,4.600273,40,1,1993,3,5,3,1,6,Male
917,-74.187482,4.602246,-74.187482,4.602246,30,1,1979,4,3,5,1,7,Male
918,-74.169594,4.574508,-74.169594,4.574508,30,2,2000,1,5,2,2,6,Female
919,-74.169594,4.574508,-74.169594,4.574508,120,2,1983,2,5,7,1,7,Female
920,-74.169594,4.574508,-74.169594,4.574508,60,2,1986,2,1,3,1,8,Female
921,-74.169594,4.574508,-74.169594,4.574508,30,1,1986,1,2,7,1,4,Male
922,-74.169594,4.574508,-74.169594,4.574508,90,1,1963,1,5,2,2,8,Male
923,-74.169594,4.574508,-74.169594,4.574508,5,1,1974,1,1,1,1,8,Male
924,-74.12473,4.609856,-74.12473,4.609856,120,1,1995,1,1,1,2,5,Male
925,-74.134937,4.633382,-74.134937,4.633382,20,1,1982,2,1,7,3,6,Male
926,-74.134937,4.633382,-74.134937,4.633382,15,1,1987,2,2,3,1,7,Male
927,-74.134937,4.633382,-74.134937,4.633382,0,1,1987,3,1,3,2,7,Male
928,-74.134937,4.633382,-74.134937,4.633382,30,1,1990,3,5,5,1,6,Male
929,-74.134937,4.633382,-74.134937,4.633382,20,1,1979,3,3,7,1,7,Male
930,-74.134937,4.633382,-74.134937,4.633382,0,1,1977,2,2,5,2,7,Male
931,-74.134937,4.633382,-74.134937,4.633382,30,2,1972,3,2,2,1,5,Female
932,-74.134937,4.633382,-74.134937,4.633382,20,1,1979,2,2,2,1,6,Male
933,-74.134937,4.633382,-74.134937,4.633382,30,1,1982,2,5,2,2,6,Male
934,-74.134937,4.633382,-74.134937,4.633382,90,1,1975,3,1,3,1,7,Male
935,-74.134937,4.633382,-74.134937,4.633382,10,1,1962,3,1,3,2,7,Male
936,-74.134937,4.633382,-74.134937,4.633382,45,2,1970,3,5,2,1,6,Female
937,-74.146163,4.60965,-74.146163,4.60965,60,2,1984,3,5,5,1,6,Female
938,-74.146163,4.60965,-74.146163,4.60965,20,1,1966,3,1,5,1,7,Male
939,-74.146163,4.60965,-74.146163,4.60965,25,1,1974,3,2,3,1,5,Male
940,-74.146163,4.60965,-74.146163,4.60965,20,1,1983,3,1,6,1,6,Male
941,-74.146163,4.60965,-74.146163,4.60965,70,2,1993,3,5,3,5,6,Female
942,-74.146163,4.60965,-74.146163,4.60965,10,1,1942,3,4,2,3,7,Male
943,-74.146163,4.60965,-74.146163,4.60965,0,2,1940,3,1,3,1,6,Female
944,-74.146163,4.60965,-74.146163,4.60965,20,2,1981,3,5,3,1,7,Female
945,-74.146163,4.60965,-74.146163,4.60965,0,1,1947,3,4,1,3,6,Male
946,-74.146163,4.60965,-74.146163,4.60965,10,1,1993,3,5,5,5,6,Male
